EmployeeNumber,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,BusinessTravel,OverTime,MonthlyIncome,PercentSalaryHike,StockOptionLevel,DistanceFromHome,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,JobInvolvement,PerformanceRating,StandardHours,EmployeeCount,Over18,Attrition
154,32,Male,Single,3,Human Resources,Research & Development,Research Scientist,2,Travel_Rarely,No,10466,18,0,9,0,15,12,1,1,3,0,4,1,3,3,4,3,80,1,Y,No
155,20,Male,Married,2,Medical,Human Resources,Human Resources,1,Travel_Rarely,No,5468,20,1,7,2,23,3,2,0,0,1,2,1,3,4,3,3,80,1,Y,Yes
156,30,Female,Divorced,2,Life Sciences,Sales,Sales Representative,3,Non-Travel,No,5351,18,1,1,2,7,7,7,0,0,6,2,3,3,2,2,3,80,1,Y,No
157,48,Female,Married,1,Medical,Research & Development,Research Scientist,3,Travel_Rarely,Yes,2980,11,3,16,2,15,9,5,0,1,6,4,4,3,3,3,3,80,1,Y,No
158,29,Male,Married,2,Life Sciences,Research & Development,Manager,3,Travel_Frequently,No,7366,19,1,29,2,14,7,0,0,7,1,3,2,4,3,1,3,80,1,Y,Yes
159,42,Female,Divorced,2,Life Sciences,Sales,Sales Executive,1,Travel_Rarely,No,6054,16,0,1,2,1,1,0,0,1,6,1,2,3,1,4,3,80,1,Y,Yes
160,25,Female,Married,3,Technical Degree,Research & Development,Manager,1,Travel_Frequently,No,2827,11,0,1,2,20,4,4,0,1,6,2,4,3,3,3,3,80,1,Y,No
161,52,Female,Married,4,Life Sciences,Research & Development,Manufacturing Director,3,Travel_Rarely,Yes,3885,11,1,19,3,11,5,5,0,5,3,3,1,1,3,3,3,80,1,Y,No
162,53,Male,Married,2,Life Sciences,Research & Development,Healthcare Representative,3,Travel_Rarely,No,4466,23,2,15,2,13,13,2,2,2,3,1,1,2,3,3,3,80,1,Y,No
163,42,Male,Divorced,4,Life Sciences,Research & Development,Manufacturing Director,4,Travel_Rarely,No,3882,17,1,8,1,4,4,3,2,4,2,3,4,2,1,4,3,80,1,Y,No
164,54,Female,Single,4,Other,Research & Development,Laboratory Technician,2,Travel_Rarely,No,2169,20,0,26,0,17,17,1,0,1,5,3,3,3,4,4,3,80,1,Y,No
165,40,Male,Married,4,Life Sciences,Sales,Sales Executive,2,Travel_Frequently,No,7475,12,1,9,5,10,4,4,0,2,2,2,2,4,1,4,3,80,1,Y,No
166,43,Female,Married,3,Life Sciences,Research & Development,Manager,3,Travel_Rarely,No,4246,16,1,2,3,5,5,3,3,1,5,3,4,2,2,3,3,80,1,Y,No
167,48,Female,Married,1,Medical,Research & Development,Manager,5,Travel_Rarely,No,4960,23,0,11,6,16,11,4,0,0,5,4,4,3,3,4,3,80,1,Y,No
168,38,Male,Married,4,Medical,Sales,Sales Executive,5,Non-Travel,No,3473,15,0,9,2,7,6,1,1,0,6,3,1,2,2,2,3,80,1,Y,No
169,23,Male,Single,4,Medical,Sales,Sales Representative,5,Travel_Rarely,No,6536,15,0,29,0,22,22,2,0,1,1,2,3,2,1,1,3,80,1,Y,No
170,44,Female,Single,3,Other,Research & Development,Research Scientist,4,Non-Travel,No,5537,20,0,2,1,7,7,0,0,7,5,2,3,4,3,3,3,80,1,Y,No
171,32,Female,Divorced,3,Life Sciences,Research & Development,Laboratory Technician,3,Travel_Rarely,Yes,10174,25,0,8,0,5,5,5,2,5,2,3,4,3,3,4,3,80,1,Y,No
172,33,Female,Single,1,Life Sciences,Sales,Manager,1,Non-Travel,No,6557,22,0,13,4,1,0,0,0,0,2,4,4,2,3,3,3,80,1,Y,No
173,39,Female,Single,3,Life Sciences,Research & Development,Manager,3,Travel_Rarely,Yes,4351,16,2,3,2,3,3,3,3,1,3,2,2,3,3,2,3,80,1,Y,No
174,42,Female,Married,1,Marketing,Sales,Sales Representative,1,Travel_Rarely,No,3153,24,0,4,5,11,2,2,2,2,1,2,3,3,4,3,3,80,1,Y,No
175,38,Female,Divorced,3,Life Sciences,Research & Development,Manufacturing Director,1,Travel_Rarely,No,8263,21,0,19,3,9,9,4,1,2,4,2,1,3,4,3,3,80,1,Y,No
176,42,Male,Married,3,Technical Degree,Sales,Sales Representative,3,Travel_Rarely,No,4148,18,0,4,2,26,1,1,1,1,4,3,1,2,2,3,3,80,1,Y,No
177,30,Male,Divorced,2,Other,Research & Development,Manager,3,Travel_Rarely,Yes,4433,15,1,8,1,18,1,1,1,0,0,2,3,3,3,4,3,80,1,Y,No
178,36,Male,Single,1,Life Sciences,Research & Development,Research Scientist,3,Travel_Rarely,No,4432,18,1,19,2,24,1,1,1,1,3,4,3,2,2,3,3,80,1,Y,Yes
179,44,Male,Married,5,Other,Human Resources,Human Resources,2,Non-Travel,No,3862,15,0,2,3,16,0,0,0,0,0,2,3,4,4,2,3,80,1,Y,No
180,52,Male,Single,3,Life Sciences,Sales,Manager,2,Non-Travel,No,4479,20,1,29,1,6,2,1,0,2,1,3,2,3,4,4,3,80,1,Y,No
181,56,Female,Divorced,3,Medical,Research & Development,Healthcare Representative,4,Non-Travel,No,15610,25,1,10,2,15,15,2,0,4,6,3,4,3,2,2,3,80,1,Y,No
182,40,Female,Married,3,Marketing,Sales,Sales Representative,3,Non-Travel,No,2620,16,0,6,2,10,10,4,3,1,4,3,4,2,3,4,3,80,1,Y,No
183,44,Female,Single,5,Medical,Human Resources,Human Resources,2,Travel_Frequently,No,3014,18,1,5,3,13,9,0,0,4,6,1,4,2,4,3,4,80,1,Y,No
184,54,Female,Married,1,Marketing,Human Resources,Manager,2,Non-Travel,No,11277,12,1,27,2,18,11,0,0,1,4,3,1,2,3,3,4,80,1,Y,No
185,30,Male,Married,5,Medical,Sales,Sales Representative,4,Travel_Frequently,No,3924,17,0,2,2,15,2,2,2,1,4,1,4,4,3,4,3,80,1,Y,Yes
186,42,Male,Married,2,Human Resources,Research & Development,Laboratory Technician,2,Travel_Rarely,No,3750,13,1,3,7,15,15,6,0,1,0,1,4,2,4,3,3,80,1,Y,No
187,43,Female,Divorced,1,Technical Degree,Research & Development,Manager,1,Travel_Frequently,Yes,9144,19,1,3,5,11,1,1,1,1,6,3,1,1,4,3,4,80,1,Y,No
188,50,Male,Single,3,Life Sciences,Research & Development,Healthcare Representative,2,Non-Travel,Yes,2096,20,1,3,2,12,2,0,0,0,2,3,2,4,3,4,3,80,1,Y,No
189,26,Female,Single,5,Other,Research & Development,Manager,2,Travel_Frequently,No,8045,17,0,5,2,19,6,2,1,3,0,1,4,3,4,2,3,80,1,Y,Yes
190,28,Male,Single,1,Other,Sales,Sales Executive,2,Travel_Rarely,No,5051,25,2,29,4,7,0,0,0,0,6,1,3,4,3,1,3,80,1,Y,No
191,37,Male,Married,3,Medical,Sales,Manager,2,Travel_Rarely,No,6495,13,0,19,1,9,9,4,1,1,4,4,3,1,1,3,3,80,1,Y,No
192,40,Male,Single,3,Medical,Human Resources,Human Resources,2,Travel_Frequently,No,6422,25,0,3,2,6,3,0,0,1,3,4,1,3,3,2,3,80,1,Y,No
193,47,Male,Married,2,Technical Degree,Human Resources,Manager,1,Non-Travel,No,3371,18,0,4,1,12,10,10,1,4,3,2,3,3,2,3,3,80,1,Y,No
194,41,Female,Single,5,Technical Degree,Research & Development,Research Scientist,1,Travel_Rarely,No,9234,20,1,9,2,16,4,1,0,2,5,3,3,4,2,4,3,80,1,Y,No
195,35,Female,Divorced,3,Life Sciences,Research & Development,Manufacturing Director,4,Travel_Rarely,No,3533,12,2,1,3,13,1,0,0,1,6,2,1,1,4,3,3,80,1,Y,No
196,40,Female,Single,4,Medical,Research & Development,Research Scientist,3,Travel_Rarely,No,6281,20,0,15,1,10,9,2,2,0,0,3,3,3,4,4,3,80,1,Y,No
197,39,Female,Single,3,Other,Research & Development,Healthcare Representative,2,Travel_Rarely,No,10328,22,0,19,4,19,2,1,1,0,5,4,1,4,4,4,3,80,1,Y,No
198,52,Female,Single,3,Life Sciences,Human Resources,Human Resources,2,Travel_Rarely,No,11241,18,1,17,0,4,4,4,3,4,5,1,4,3,2,2,3,80,1,Y,No
199,38,Female,Married,3,Technical Degree,Human Resources,Human Resources,2,Travel_Rarely,No,4186,17,2,4,0,0,0,0,0,0,0,4,4,3,3,4,3,80,1,Y,No
200,33,Male,Married,3,Medical,Research & Development,Healthcare Representative,3,Non-Travel,Yes,6489,22,0,5,4,13,6,1,1,1,5,3,3,1,4,4,3,80,1,Y,No
201,41,Female,Divorced,3,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,No,3961,15,1,1,3,10,7,1,1,1,1,3,3,2,4,1,3,80,1,Y,No
202,38,Female,Divorced,2,Life Sciences,Sales,Sales Executive,4,Travel_Rarely,No,20000,14,1,4,5,9,3,2,0,3,0,3,3,3,4,4,3,80,1,Y,No
203,22,Male,Divorced,3,Marketing,Sales,Manager,3,Non-Travel,No,7848,21,1,5,5,21,21,0,0,3,5,4,1,3,3,3,3,80,1,Y,No
204,36,Male,Married,5,Life Sciences,Human Resources,Manager,4,Travel_Rarely,Yes,5169,20,1,21,5,14,14,0,0,0,5,1,4,4,4,4,3,80,1,Y,Yes
205,36,Male,Single,4,Life Sciences,Research & Development,Manager,1,Travel_Rarely,No,5928,22,0,20,3,25,8,1,0,3,0,1,1,3,4,4,3,80,1,Y,No
206,32,Male,Divorced,2,Medical,Sales,Sales Representative,4,Travel_Rarely,No,6274,24,1,29,2,8,8,3,2,4,4,1,1,3,1,3,3,80,1,Y,No
207,46,Female,Divorced,4,Medical,Sales,Sales Representative,3,Travel_Rarely,No,6387,20,2,19,1,9,2,2,2,1,5,4,3,4,2,3,3,80,1,Y,Yes
208,29,Female,Divorced,3,Life Sciences,Research & Development,Manufacturing Director,1,Travel_Frequently,No,4255,11,0,1,1,11,7,4,4,1,2,3,3,2,4,3,3,80,1,Y,No
209,41,Female,Single,3,Medical,Sales,Sales Representative,2,Non-Travel,No,3879,23,0,9,1,7,1,1,1,1,4,3,2,3,2,3,4,80,1,Y,No
210,35,Male,Married,2,Marketing,Sales,Sales Executive,2,Travel_Rarely,No,4486,14,0,1,7,12,1,1,1,1,2,1,2,2,2,2,3,80,1,Y,No
211,37,Female,Single,3,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,No,2480,16,0,2,3,40,40,8,0,0,4,4,4,2,2,4,3,80,1,Y,No
212,40,Male,Single,4,Medical,Research & Development,Manufacturing Director,3,Travel_Rarely,No,7562,25,1,7,2,12,6,2,1,4,6,4,2,4,2,3,3,80,1,Y,No
213,25,Female,Married,3,Medical,Research & Development,Laboratory Technician,3,Travel_Frequently,No,3038,16,0,10,5,8,3,1,1,2,4,3,2,3,2,4,3,80,1,Y,Yes
214,38,Female,Divorced,2,Life Sciences,Sales,Manager,2,Travel_Frequently,No,2601,12,1,9,4,6,2,2,0,2,1,2,2,3,1,3,3,80,1,Y,No
215,57,Female,Married,3,Human Resources,Research & Development,Healthcare Representative,1,Travel_Rarely,Yes,4872,19,0,1,4,10,6,4,0,0,5,1,2,3,1,2,3,80,1,Y,No
216,22,Male,Divorced,1,Medical,Sales,Sales Representative,5,Travel_Rarely,No,4545,23,3,1,3,14,0,0,0,0,6,3,3,3,4,3,3,80,1,Y,No
217,36,Female,Single,3,Life Sciences,Research & Development,Research Scientist,1,Non-Travel,No,5708,23,0,1,3,0,0,0,0,0,2,3,3,2,1,3,3,80,1,Y,Yes
218,47,Male,Single,2,Life Sciences,Research & Development,Manufacturing Director,1,Non-Travel,Yes,3494,11,0,1,0,16,0,0,0,0,4,1,4,3,3,1,3,80,1,Y,Yes
219,39,Female,Married,2,Medical,Research & Development,Laboratory Technician,2,Travel_Rarely,No,3883,14,0,1,6,5,4,4,0,1,4,3,2,3,3,3,3,80,1,Y,No
220,43,Female,Married,4,Life Sciences,Research & Development,Healthcare Representative,5,Travel_Frequently,No,7444,14,2,10,0,15,6,0,0,5,2,2,1,4,4,4,3,80,1,Y,No
221,18,Male,Divorced,3,Life Sciences,Research & Development,Healthcare Representative,3,Travel_Rarely,No,7177,12,0,15,6,5,0,0,0,0,6,4,1,2,2,3,3,80,1,Y,No
222,42,Male,Single,3,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,Yes,7000,18,0,4,3,16,8,0,0,4,1,3,2,2,2,2,3,80,1,Y,Yes
223,30,Male,Married,3,Medical,Sales,Sales Executive,2,Travel_Rarely,No,5015,21,2,10,2,10,1,1,1,0,2,1,1,3,1,4,3,80,1,Y,No
224,39,Male,Married,2,Life Sciences,Research & Development,Manager,2,Travel_Rarely,Yes,5439,12,2,2,2,8,8,1,1,5,1,3,2,4,4,3,3,80,1,Y,No
225,36,Female,Single,1,Human Resources,Sales,Sales Executive,1,Travel_Rarely,Yes,5643,12,1,29,4,28,28,0,0,2,6,2,1,3,3,2,3,80,1,Y,No
226,57,Male,Divorced,3,Medical,Sales,Manager,3,Travel_Rarely,No,3315,25,0,3,0,20,8,0,0,0,1,1,3,3,2,4,3,80,1,Y,No
227,41,Female,Married,3,Marketing,Human Resources,Human Resources,1,Travel_Rarely,No,11901,12,0,16,2,15,15,4,0,1,3,4,2,4,4,1,3,80,1,Y,No
228,35,Male,Married,4,Marketing,Research & Development,Research Scientist,2,Travel_Rarely,No,10926,25,1,26,3,20,20,2,0,0,1,1,1,4,1,2,3,80,1,Y,No
229,23,Male,Divorced,4,Medical,Human Resources,Human Resources,2,Travel_Rarely,Yes,7915,11,1,18,2,20,4,4,2,2,3,2,2,3,2,3,4,80,1,Y,No
230,38,Female,Single,5,Marketing,Research & Development,Laboratory Technician,1,Travel_Rarely,No,3806,23,0,1,1,17,8,0,0,1,5,1,2,3,3,2,3,80,1,Y,No
231,44,Female,Divorced,5,Medical,Research & Development,Research Scientist,5,Travel_Frequently,Yes,6791,15,0,9,3,13,13,8,1,13,0,1,3,2,3,2,3,80,1,Y,Yes
232,36,Female,Single,4,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,No,8839,21,3,1,2,9,3,3,0,3,1,2,2,4,3,3,3,80,1,Y,No
233,32,Male,Single,4,Medical,Research & Development,Research Scientist,1,Travel_Rarely,No,2359,14,0,1,1,2,2,0,0,2,2,1,1,3,2,4,3,80,1,Y,No
234,31,Male,Divorced,3,Technical Degree,Research & Development,Healthcare Representative,4,Non-Travel,No,13584,12,1,1,2,20,20,13,1,2,3,3,2,4,4,3,3,80,1,Y,No
235,41,Male,Divorced,2,Medical,Sales,Manager,1,Travel_Rarely,Yes,1730,11,1,22,1,11,9,1,0,6,6,1,2,1,3,2,4,80,1,Y,No
236,43,Male,Married,2,Life Sciences,Research & Development,Manager,1,Travel_Rarely,No,7500,11,1,21,1,16,1,1,1,1,6,3,4,3,1,4,3,80,1,Y,No
237,49,Female,Married,1,Life Sciences,Sales,Manager,2,Travel_Rarely,No,11754,12,1,2,1,4,4,1,0,3,0,1,4,3,3,4,3,80,1,Y,No
238,28,Male,Divorced,5,Medical,Sales,Manager,1,Travel_Frequently,Yes,4592,11,0,7,3,11,11,2,1,1,5,1,1,3,4,3,3,80,1,Y,No
239,41,Female,Single,3,Life Sciences,Research & Development,Manager,5,Travel_Frequently,Yes,4490,19,0,27,1,12,5,2,0,0,0,2,3,2,2,3,3,80,1,Y,No
240,35,Female,Single,4,Other,Sales,Sales Executive,1,Travel_Rarely,No,7336,25,1,6,2,7,7,1,0,0,1,4,2,3,3,3,3,80,1,Y,No
241,36,Female,Married,3,Medical,Human Resources,Human Resources,1,Travel_Rarely,No,14930,12,0,4,3,16,9,5,0,3,2,3,1,4,3,3,3,80,1,Y,No
242,40,Female,Single,3,Life Sciences,Human Resources,Manager,4,Travel_Rarely,No,4152,13,1,5,2,8,6,3,3,0,1,4,1,3,4,4,3,80,1,Y,No
243,40,Male,Single,1,Life Sciences,Human Resources,Human Resources,1,Non-Travel,No,3076,19,1,14,1,5,5,2,0,5,4,1,4,2,2,4,3,80,1,Y,No
244,41,Male,Divorced,4,Life Sciences,Research & Development,Healthcare Representative,4,Travel_Rarely,No,3811,15,1,5,4,9,9,9,3,9,0,4,2,3,3,3,3,80,1,Y,No
245,27,Female,Single,4,Life Sciences,Sales,Sales Representative,2,Travel_Frequently,No,1936,24,0,13,3,14,9,9,0,0,4,1,4,2,3,2,3,80,1,Y,No
246,30,Male,Divorced,4,Human Resources,Human Resources,Manager,1,Travel_Rarely,Yes,8422,23,0,5,2,6,6,6,0,2,4,2,3,2,2,3,3,80,1,Y,No
247,50,Female,Married,1,Technical Degree,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,3610,18,1,2,4,10,3,3,3,3,3,3,2,3,3,3,3,80,1,Y,No
248,35,Female,Married,2,Other,Human Resources,Manager,2,Non-Travel,No,4337,17,0,3,2,7,3,1,1,1,6,2,4,4,3,3,3,80,1,Y,No
249,39,Female,Married,3,Marketing,Human Resources,Human Resources,2,Travel_Frequently,No,8482,25,3,1,4,24,24,1,1,10,4,4,4,3,4,4,3,80,1,Y,No
250,46,Female,Married,2,Medical,Human Resources,Manager,1,Travel_Rarely,No,3920,24,3,6,1,15,0,0,0,0,0,1,4,3,4,3,4,80,1,Y,No
251,41,Female,Single,4,Human Resources,Sales,Sales Executive,2,Travel_Rarely,No,7750,16,0,1,1,17,2,2,0,0,0,4,4,2,2,3,3,80,1,Y,No
252,41,Female,Single,2,Other,Research & Development,Manager,2,Travel_Rarely,No,2636,23,0,15,3,20,4,0,0,0,2,3,2,3,2,3,3,80,1,Y,No
253,45,Male,Married,3,Human Resources,Human Resources,Manager,2,Travel_Rarely,No,8736,12,0,4,3,12,12,1,1,12,1,3,1,2,3,4,3,80,1,Y,No
254,18,Female,Single,3,Technical Degree,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,6033,24,3,13,3,14,1,0,0,1,2,1,2,4,3,4,3,80,1,Y,No
255,32,Male,Single,3,Medical,Sales,Sales Representative,2,Travel_Rarely,No,4660,23,0,27,1,2,2,1,1,2,2,2,3,4,1,4,4,80,1,Y,No
256,41,Female,Divorced,2,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Rarely,No,5316,14,0,17,5,12,0,0,0,0,6,4,4,3,3,3,3,80,1,Y,No
257,49,Female,Divorced,5,Medical,Human Resources,Manager,1,Travel_Rarely,Yes,2270,19,1,27,3,8,8,4,1,3,1,2,3,3,4,3,3,80,1,Y,No
258,37,Male,Married,3,Medical,Research & Development,Manager,4,Travel_Rarely,No,5243,17,0,7,0,10,1,0,0,1,0,3,4,4,1,3,3,80,1,Y,No
259,29,Male,Single,4,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,No,4514,13,0,1,1,3,3,3,1,3,3,4,2,3,2,3,3,80,1,Y,No
260,29,Male,Married,2,Technical Degree,Sales,Sales Executive,1,Travel_Rarely,Yes,2308,16,0,24,0,19,4,4,0,4,6,2,3,2,3,1,3,80,1,Y,No
261,44,Female,Divorced,4,Technical Degree,Research & Development,Laboratory Technician,1,Travel_Frequently,Yes,3285,18,1,18,3,15,15,5,0,4,4,3,4,2,4,4,3,80,1,Y,Yes
262,35,Female,Single,2,Medical,Human Resources,Human Resources,2,Travel_Rarely,No,4548,18,0,17,2,13,3,0,0,1,3,3,3,3,3,4,3,80,1,Y,No
263,36,Female,Single,3,Life Sciences,Sales,Sales Representative,3,Travel_Rarely,No,3413,18,1,10,2,3,1,1,1,1,4,1,2,4,2,1,4,80,1,Y,No
264,42,Female,Divorced,3,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,No,1156,23,2,8,3,27,5,5,2,1,1,1,3,2,4,3,3,80,1,Y,Yes
265,18,Male,Divorced,2,Life Sciences,Human Resources,Human Resources,2,Travel_Rarely,Yes,9375,18,1,1,2,23,23,0,0,0,1,3,3,2,1,3,3,80,1,Y,No
266,55,Female,Divorced,1,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,Yes,4513,20,1,12,2,10,6,5,5,2,2,2,4,3,3,2,3,80,1,Y,No
267,30,Female,Single,5,Medical,Research & Development,Manufacturing Director,5,Travel_Rarely,Yes,1255,25,0,1,2,28,28,5,1,2,5,3,2,4,3,2,3,80,1,Y,Yes
268,39,Male,Married,2,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,Yes,17693,16,0,2,3,18,12,2,2,5,5,1,1,2,2,3,4,80,1,Y,No
269,21,Male,Married,3,Life Sciences,Research & Development,Research Scientist,3,Travel_Frequently,Yes,10350,21,0,7,1,0,0,0,0,0,1,4,3,2,3,4,3,80,1,Y,No
270,33,Female,Single,3,Medical,Sales,Sales Executive,1,Non-Travel,No,3986,25,1,5,3,14,7,3,0,1,4,1,2,3,2,4,3,80,1,Y,No
271,48,Female,Single,3,Technical Degree,Research & Development,Manufacturing Director,2,Travel_Rarely,No,2964,20,0,1,2,15,2,2,2,2,5,3,3,3,3,1,3,80,1,Y,Yes
272,19,Female,Single,2,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,No,6259,21,0,15,6,14,5,1,1,2,3,3,1,1,3,4,3,80,1,Y,No
273,47,Female,Married,2,Technical Degree,Human Resources,Manager,1,Travel_Rarely,Yes,5549,13,0,18,2,17,2,2,2,1,6,1,4,1,4,3,3,80,1,Y,No
274,34,Male,Married,3,Life Sciences,Human Resources,Manager,2,Travel_Rarely,Yes,6803,19,0,10,6,6,3,1,0,3,3,1,4,3,4,2,3,80,1,Y,No
275,41,Female,Divorced,3,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,No,2969,24,1,7,1,17,17,3,1,2,3,4,1,3,2,3,4,80,1,Y,No
276,42,Male,Married,4,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,No,9496,24,1,29,2,5,1,1,1,1,5,4,1,4,4,4,3,80,1,Y,No
277,40,Male,Divorced,3,Other,Research & Development,Laboratory Technician,2,Travel_Rarely,No,3699,24,0,1,9,14,14,1,1,4,6,2,3,3,4,3,3,80,1,Y,No
278,29,Male,Divorced,4,Medical,Research & Development,Manufacturing Director,1,Non-Travel,No,7394,13,1,12,5,2,0,0,0,0,3,2,4,1,1,3,4,80,1,Y,No
279,33,Female,Single,1,Marketing,Research & Development,Manufacturing Director,1,Travel_Rarely,No,3046,22,1,1,2,8,0,0,0,0,2,2,2,3,4,3,4,80,1,Y,No
280,23,Male,Married,3,Technical Degree,Research & Development,Healthcare Representative,1,Travel_Rarely,No,20000,22,1,4,4,19,13,1,0,1,5,1,1,3,3,1,3,80,1,Y,No
281,41,Male,Married,2,Technical Degree,Human Resources,Human Resources,2,Travel_Frequently,No,7460,25,2,7,3,24,6,2,0,1,3,3,3,2,4,4,3,80,1,Y,No
282,52,Male,Single,2,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,No,20000,14,0,12,1,9,9,4,1,2,4,4,3,4,4,3,3,80,1,Y,No
283,20,Male,Divorced,4,Marketing,Research & Development,Laboratory Technician,1,Travel_Rarely,No,8075,25,0,1,3,5,1,1,1,0,2,2,2,4,4,4,4,80,1,Y,No
284,30,Male,Single,4,Other,Sales,Manager,3,Travel_Rarely,No,3509,20,1,2,4,21,5,4,0,5,6,4,4,2,3,2,3,80,1,Y,No
285,35,Female,Married,3,Marketing,Research & Development,Research Scientist,2,Travel_Rarely,Yes,8083,11,2,6,1,14,9,3,1,0,2,1,4,2,3,4,3,80,1,Y,No
286,38,Male,Married,4,Technical Degree,Sales,Sales Representative,4,Travel_Rarely,No,8436,12,1,6,1,11,6,6,3,4,5,3,1,1,3,3,3,80,1,Y,No
287,44,Male,Married,3,Medical,Research & Development,Laboratory Technician,4,Travel_Rarely,No,6148,16,2,9,2,4,4,4,0,0,2,2,3,2,2,2,4,80,1,Y,No
288,35,Male,Married,4,Life Sciences,Research & Development,Manager,3,Travel_Rarely,No,7174,24,1,3,4,22,22,0,0,2,1,2,1,3,2,4,3,80,1,Y,No
289,34,Male,Married,1,Medical,Sales,Manager,1,Travel_Rarely,No,7762,23,1,6,0,11,7,3,3,1,2,3,2,3,3,3,3,80,1,Y,Yes
290,46,Male,Single,1,Medical,Research & Development,Laboratory Technician,3,Non-Travel,No,2707,24,1,1,1,16,16,2,0,1,4,2,1,4,4,2,3,80,1,Y,No
291,42,Female,Single,4,Human Resources,Sales,Sales Representative,3,Travel_Rarely,No,2594,22,0,1,5,15,9,6,0,2,6,3,2,1,4,2,3,80,1,Y,No
292,41,Male,Divorced,3,Other,Sales,Sales Representative,3,Travel_Rarely,Yes,3051,11,1,7,3,11,9,0,0,3,5,3,4,3,4,3,3,80,1,Y,No
293,38,Male,Single,3,Technical Degree,Research & Development,Manufacturing Director,2,Non-Travel,No,5305,22,1,10,2,22,0,0,0,0,5,2,3,4,2,4,3,80,1,Y,No
294,45,Female,Single,3,Other,Research & Development,Healthcare Representative,3,Travel_Rarely,No,4298,19,1,1,3,19,3,1,0,3,3,4,2,3,3,4,3,80,1,Y,No
295,31,Male,Married,5,Life Sciences,Sales,Sales Representative,3,Travel_Rarely,No,2737,18,0,1,3,13,13,0,0,7,6,2,1,1,3,3,3,80,1,Y,No
296,29,Male,Single,3,Human Resources,Research & Development,Research Scientist,2,Travel_Rarely,No,7825,12,0,7,5,11,1,1,1,1,1,3,3,2,2,3,4,80,1,Y,No
297,43,Male,Married,3,Life Sciences,Research & Development,Manager,3,Travel_Rarely,No,5824,24,1,2,2,6,0,0,0,0,3,1,1,2,2,3,4,80,1,Y,Yes
298,22,Male,Married,4,Life Sciences,Sales,Manager,1,Travel_Rarely,No,5439,12,1,4,1,26,2,1,1,0,0,1,2,4,2,3,3,80,1,Y,No
299,37,Male,Divorced,4,Medical,Research & Development,Laboratory Technician,3,Travel_Rarely,Yes,4209,18,3,4,4,5,1,1,1,1,1,2,3,4,4,2,3,80,1,Y,No
300,34,Male,Married,2,Medical,Sales,Manager,2,Non-Travel,No,3916,22,0,1,4,18,18,3,0,11,6,3,4,4,4,3,3,80,1,Y,No
301,24,Male,Single,3,Human Resources,Sales,Sales Representative,1,Travel_Rarely,Yes,2966,21,0,1,2,14,14,3,0,4,4,3,1,4,4,3,3,80,1,Y,No
302,28,Male,Married,3,Medical,Research & Development,Manufacturing Director,3,Travel_Rarely,No,8606,18,0,17,2,15,4,3,0,2,1,2,3,3,3,4,3,80,1,Y,No
303,36,Female,Single,2,Human Resources,Research & Development,Laboratory Technician,4,Travel_Rarely,Yes,3222,11,1,11,5,16,0,0,0,0,2,1,1,4,2,3,3,80,1,Y,Yes
304,46,Female,Single,3,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Rarely,No,5572,24,0,10,5,17,8,0,0,5,1,2,3,4,4,4,3,80,1,Y,No
305,31,Female,Married,1,Technical Degree,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,13322,15,2,7,5,16,6,6,6,6,2,3,3,3,2,4,3,80,1,Y,No
306,47,Female,Single,2,Marketing,Human Resources,Manager,2,Travel_Rarely,No,4026,25,0,10,2,24,24,2,2,4,3,3,4,2,3,3,3,80,1,Y,No
307,37,Male,Married,5,Marketing,Research & Development,Laboratory Technician,2,Travel_Rarely,No,8746,21,2,24,2,6,5,4,0,3,1,1,3,3,2,3,3,80,1,Y,No
308,48,Male,Married,1,Life Sciences,Research & Development,Research Scientist,2,Travel_Rarely,No,6913,12,1,9,3,11,2,2,2,0,1,1,2,2,4,3,3,80,1,Y,No
309,31,Male,Divorced,3,Technical Degree,Research & Development,Laboratory Technician,3,Non-Travel,No,5924,11,2,2,1,6,5,0,0,1,4,4,2,1,1,2,3,80,1,Y,No
