EmployeeNumber,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,BusinessTravel,OverTime,MonthlyIncome,PercentSalaryHike,StockOptionLevel,DistanceFromHome,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,JobInvolvement,PerformanceRating,Attrition,AttritionBinary,AgeBand,SalaryBand,TenureBand,JobSatisfactionLabel,WLBLabel,RiskScore,RiskCategory
111,34,Male,Married,5,Life Sciences,Sales,Sales Representative,4,Travel_Frequently,No,3270,25,1,5,2,22,14,1,0,3,0,3,2,1,3,1,3,No,0,26-35,Mid (3-6K),10+ yrs,3-High,1-Bad,1,Low Risk
112,39,Female,Divorced,3,Life Sciences,Sales,Manager,3,Travel_Rarely,No,4077,22,0,5,0,26,3,3,1,3,6,3,3,2,4,3,3,No,0,36-45,Mid (3-6K),3-5 yrs,3-High,2-Good,2,Medium Risk
113,18,Male,Married,2,Life Sciences,Human Resources,Manager,1,Travel_Frequently,No,5560,14,1,2,4,8,8,1,1,3,3,3,4,3,4,1,3,No,0,18-25,Mid (3-6K),6-10 yrs,3-High,3-Better,0,Low Risk
114,49,Male,Married,3,Medical,Research & Development,Research Scientist,3,Travel_Rarely,Yes,2642,11,2,17,2,2,2,2,2,2,2,3,2,1,3,4,3,Yes,1,46-60,Low (<3K),0-2 yrs,3-High,1-Bad,4,High Risk
115,29,Male,Married,3,Other,Research & Development,Healthcare Representative,2,Travel_Rarely,No,2882,17,1,3,2,40,40,0,0,2,6,4,1,2,2,4,4,Yes,1,26-35,Low (<3K),10+ yrs,4-Very High,2-Good,1,Low Risk
116,49,Female,Single,2,Life Sciences,Human Resources,Manager,3,Non-Travel,No,11237,24,2,2,4,20,1,1,0,1,0,4,4,4,1,4,4,No,0,46-60,Very High (>10K),0-2 yrs,4-Very High,4-Best,1,Low Risk
117,40,Male,Divorced,3,Human Resources,Research & Development,Manager,5,Travel_Rarely,No,3953,14,0,1,1,13,0,0,0,0,6,3,1,4,4,3,4,No,0,36-45,Mid (3-6K),0-2 yrs,3-High,4-Best,2,Medium Risk
118,42,Male,Married,2,Life Sciences,Sales,Sales Representative,1,Travel_Frequently,No,3530,15,1,3,5,3,1,1,1,1,5,3,4,3,4,3,4,No,0,36-45,Mid (3-6K),0-2 yrs,3-High,3-Better,1,Low Risk
119,47,Male,Married,3,Human Resources,Human Resources,Human Resources,4,Travel_Frequently,No,2194,25,1,1,4,16,10,0,0,1,2,2,4,2,4,3,3,No,0,46-60,Low (<3K),6-10 yrs,2-Medium,2-Good,2,Medium Risk
120,42,Female,Married,3,Technical Degree,Research & Development,Manufacturing Director,3,Non-Travel,No,8187,22,1,1,2,4,4,0,0,4,5,3,3,2,4,4,3,No,0,36-45,High (6-10K),3-5 yrs,3-High,2-Good,1,Low Risk
121,43,Female,Single,3,Life Sciences,Research & Development,Manager,3,Travel_Rarely,No,2608,11,2,8,3,4,4,0,0,0,2,3,4,3,1,4,3,No,0,36-45,Low (<3K),3-5 yrs,3-High,3-Better,0,Low Risk
122,35,Female,Divorced,5,Life Sciences,Human Resources,Human Resources,2,Travel_Rarely,Yes,4869,12,0,8,1,21,21,0,0,3,1,1,2,2,3,3,3,No,0,26-35,Mid (3-6K),10+ yrs,1-Low,2-Good,4,High Risk
123,40,Female,Divorced,3,Life Sciences,Research & Development,Manager,1,Travel_Frequently,No,1763,22,0,6,1,17,17,0,0,1,0,3,4,4,2,3,3,No,0,36-45,Low (<3K),10+ yrs,3-High,4-Best,1,Low Risk
124,31,Male,Married,3,Other,Sales,Sales Representative,2,Travel_Rarely,No,8029,14,0,12,1,20,2,2,0,2,2,1,4,2,4,2,3,No,0,26-35,High (6-10K),0-2 yrs,1-Low,2-Good,4,High Risk
125,33,Female,Divorced,4,Medical,Sales,Sales Executive,1,Travel_Rarely,No,9957,12,2,1,3,9,1,1,1,1,4,1,1,4,1,3,3,No,0,26-35,High (6-10K),0-2 yrs,1-Low,4-Best,2,Medium Risk
126,54,Male,Single,2,Medical,Research & Development,Laboratory Technician,2,Travel_Rarely,Yes,6572,24,2,24,1,13,13,7,2,5,4,4,3,3,2,3,4,Yes,1,46-60,High (6-10K),10+ yrs,4-Very High,3-Better,2,Medium Risk
127,29,Male,Divorced,1,Life Sciences,Research & Development,Research Scientist,3,Travel_Rarely,No,1957,24,1,1,2,16,16,2,0,0,6,2,3,4,4,4,3,No,0,26-35,Low (<3K),10+ yrs,2-Medium,4-Best,1,Low Risk
128,38,Male,Single,2,Human Resources,Human Resources,Human Resources,5,Travel_Rarely,Yes,8129,23,1,10,3,5,5,3,3,2,6,2,1,1,3,4,3,No,0,36-45,High (6-10K),3-5 yrs,2-Medium,1-Bad,3,Medium Risk
129,38,Female,Single,3,Life Sciences,Sales,Sales Representative,1,Travel_Rarely,No,2991,11,1,1,5,7,6,6,1,6,5,1,4,4,4,3,3,Yes,1,36-45,Low (<3K),6-10 yrs,1-Low,4-Best,1,Low Risk
130,34,Female,Single,3,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,No,2434,20,1,19,3,7,2,2,2,1,2,1,2,2,3,4,3,No,0,26-35,Low (<3K),0-2 yrs,1-Low,2-Good,4,High Risk
131,41,Male,Single,3,Life Sciences,Research & Development,Research Scientist,3,Travel_Rarely,Yes,3904,11,0,6,2,11,11,3,3,0,6,4,3,3,2,4,3,No,0,36-45,Mid (3-6K),10+ yrs,4-Very High,3-Better,2,Medium Risk
132,42,Female,Single,2,Medical,Sales,Sales Executive,2,Travel_Rarely,No,3858,16,1,1,1,7,7,7,0,2,1,3,2,4,3,4,3,No,0,36-45,Mid (3-6K),6-10 yrs,3-High,4-Best,0,Low Risk
133,28,Female,Divorced,2,Life Sciences,Sales,Sales Representative,4,Travel_Frequently,No,3629,12,0,8,4,10,4,4,1,4,5,4,3,2,4,3,3,No,0,26-35,Mid (3-6K),3-5 yrs,4-Very High,2-Good,2,Medium Risk
134,37,Female,Divorced,3,Medical,Research & Development,Research Scientist,3,Travel_Frequently,No,10553,13,1,1,2,9,0,0,0,0,2,2,4,3,3,3,3,No,0,36-45,Very High (>10K),0-2 yrs,2-Medium,3-Better,2,Medium Risk
135,27,Male,Single,2,Life Sciences,Human Resources,Manager,3,Travel_Rarely,No,16433,15,0,13,2,17,17,4,2,0,6,2,3,3,4,3,4,No,0,26-35,Very High (>10K),10+ yrs,2-Medium,3-Better,2,Medium Risk
136,44,Female,Single,3,Medical,Research & Development,Manufacturing Director,1,Travel_Rarely,Yes,2161,13,1,9,1,7,6,2,1,3,6,2,4,2,1,3,3,Yes,1,36-45,Low (<3K),6-10 yrs,2-Medium,2-Good,3,Medium Risk
137,38,Female,Divorced,3,Medical,Research & Development,Manager,1,Travel_Rarely,No,3250,16,2,2,5,23,1,1,1,1,4,3,4,3,2,3,3,No,0,36-45,Mid (3-6K),0-2 yrs,3-High,3-Better,1,Low Risk
138,37,Female,Married,5,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,5354,17,1,4,1,6,6,6,0,2,0,3,2,2,4,2,3,Yes,1,36-45,Mid (3-6K),6-10 yrs,3-High,2-Good,2,Medium Risk
139,42,Male,Single,1,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Frequently,No,3892,20,1,1,0,7,7,1,1,7,6,4,3,3,1,4,4,No,0,36-45,Mid (3-6K),6-10 yrs,4-Very High,3-Better,0,Low Risk
140,34,Male,Married,3,Marketing,Human Resources,Manager,3,Travel_Frequently,No,6245,16,1,10,3,14,5,5,0,0,1,3,1,3,3,3,3,No,0,26-35,High (6-10K),3-5 yrs,3-High,3-Better,0,Low Risk
141,45,Male,Married,3,Life Sciences,Human Resources,Human Resources,2,Travel_Frequently,Yes,8515,12,1,3,3,15,8,4,0,5,2,3,1,3,2,4,3,No,0,36-45,High (6-10K),6-10 yrs,3-High,3-Better,1,Low Risk
142,28,Male,Single,4,Life Sciences,Sales,Manager,2,Travel_Rarely,No,7704,19,0,7,2,6,6,1,1,2,6,4,1,2,3,3,3,Yes,1,26-35,High (6-10K),6-10 yrs,4-Very High,2-Good,2,Medium Risk
143,49,Male,Married,5,Marketing,Research & Development,Laboratory Technician,3,Travel_Rarely,Yes,7085,12,1,28,0,20,20,6,0,9,4,4,4,4,1,3,3,No,0,46-60,High (6-10K),10+ yrs,4-Very High,4-Best,2,Medium Risk
144,32,Female,Married,5,Life Sciences,Research & Development,Research Scientist,2,Travel_Rarely,No,13299,16,0,3,2,17,0,0,0,0,6,2,4,4,3,2,3,No,0,26-35,Very High (>10K),0-2 yrs,2-Medium,4-Best,3,Medium Risk
145,21,Female,Single,3,Medical,Sales,Sales Representative,2,Travel_Rarely,Yes,1894,19,1,29,1,0,0,0,0,0,6,2,1,3,4,3,3,No,0,18-25,Low (<3K),0-2 yrs,2-Medium,3-Better,4,High Risk
146,34,Female,Divorced,2,Life Sciences,Sales,Manager,4,Travel_Rarely,No,11944,19,1,9,3,10,1,1,1,1,0,3,2,3,2,4,3,No,0,26-35,Very High (>10K),0-2 yrs,3-High,3-Better,1,Low Risk
147,33,Male,Married,3,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,3836,12,1,2,1,8,8,2,0,5,4,3,1,3,3,3,3,No,0,26-35,Mid (3-6K),6-10 yrs,3-High,3-Better,1,Low Risk
148,33,Male,Single,3,Marketing,Research & Development,Laboratory Technician,1,Travel_Rarely,No,7872,19,1,5,1,7,7,3,2,1,5,4,4,3,1,3,4,No,0,26-35,High (6-10K),6-10 yrs,4-Very High,3-Better,0,Low Risk
149,39,Male,Single,3,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,No,2649,18,1,12,4,15,15,6,2,1,1,3,3,3,3,3,3,No,0,36-45,Low (<3K),10+ yrs,3-High,3-Better,0,Low Risk
150,46,Male,Single,2,Life Sciences,Sales,Manager,2,Travel_Rarely,Yes,2849,24,1,5,2,9,9,9,0,9,5,1,3,2,3,4,3,No,0,46-60,Low (<3K),6-10 yrs,1-Low,2-Good,3,Medium Risk
151,35,Male,Married,3,Marketing,Human Resources,Manager,2,Travel_Rarely,No,7311,17,1,1,2,4,4,4,1,2,3,4,3,3,3,2,3,No,0,26-35,High (6-10K),3-5 yrs,4-Very High,3-Better,0,Low Risk
152,30,Male,Single,5,Life Sciences,Sales,Sales Executive,1,Non-Travel,No,1544,23,3,1,1,33,33,2,0,0,2,4,3,2,2,4,3,Yes,1,26-35,Low (<3K),10+ yrs,4-Very High,2-Good,1,Low Risk
153,26,Female,Married,2,Medical,Sales,Manager,1,Travel_Rarely,No,8898,21,1,14,0,8,2,2,2,2,5,1,2,1,2,3,3,No,0,26-35,High (6-10K),0-2 yrs,1-Low,1-Bad,3,Medium Risk
154,32,Male,Single,3,Human Resources,Research & Development,Research Scientist,2,Travel_Rarely,No,10466,18,0,9,0,15,12,1,1,3,0,4,1,3,3,4,3,No,0,26-35,Very High (>10K),10+ yrs,4-Very High,3-Better,1,Low Risk
155,20,Male,Married,2,Medical,Human Resources,Human Resources,1,Travel_Rarely,No,5468,20,1,7,2,23,3,2,0,0,1,2,1,3,4,3,3,Yes,1,18-25,Mid (3-6K),3-5 yrs,2-Medium,3-Better,1,Low Risk
156,30,Female,Divorced,2,Life Sciences,Sales,Sales Representative,3,Non-Travel,No,5351,18,1,1,2,7,7,7,0,0,6,2,3,3,2,2,3,No,0,26-35,Mid (3-6K),6-10 yrs,2-Medium,3-Better,1,Low Risk
157,48,Female,Married,1,Medical,Research & Development,Research Scientist,3,Travel_Rarely,Yes,2980,11,3,16,2,15,9,5,0,1,6,4,4,3,3,3,3,No,0,46-60,Low (<3K),6-10 yrs,4-Very High,3-Better,2,Medium Risk
158,29,Male,Married,2,Life Sciences,Research & Development,Manager,3,Travel_Frequently,No,7366,19,1,29,2,14,7,0,0,7,1,3,2,4,3,1,3,Yes,1,26-35,High (6-10K),6-10 yrs,3-High,4-Best,1,Low Risk
159,42,Female,Divorced,2,Life Sciences,Sales,Sales Executive,1,Travel_Rarely,No,6054,16,0,1,2,1,1,0,0,1,6,1,2,3,1,4,3,Yes,1,36-45,High (6-10K),0-2 yrs,1-Low,3-Better,3,Medium Risk
160,25,Female,Married,3,Technical Degree,Research & Development,Manager,1,Travel_Frequently,No,2827,11,0,1,2,20,4,4,0,1,6,2,4,3,3,3,3,No,0,18-25,Low (<3K),3-5 yrs,2-Medium,3-Better,2,Medium Risk
161,52,Female,Married,4,Life Sciences,Research & Development,Manufacturing Director,3,Travel_Rarely,Yes,3885,11,1,19,3,11,5,5,0,5,3,3,1,1,3,3,3,No,0,46-60,Mid (3-6K),3-5 yrs,3-High,1-Bad,3,Medium Risk
162,53,Male,Married,2,Life Sciences,Research & Development,Healthcare Representative,3,Travel_Rarely,No,4466,23,2,15,2,13,13,2,2,2,3,1,1,2,3,3,3,No,0,46-60,Mid (3-6K),10+ yrs,1-Low,2-Good,2,Medium Risk
163,42,Male,Divorced,4,Life Sciences,Research & Development,Manufacturing Director,4,Travel_Rarely,No,3882,17,1,8,1,4,4,3,2,4,2,3,4,2,1,4,3,No,0,36-45,Mid (3-6K),3-5 yrs,3-High,2-Good,1,Low Risk
164,54,Female,Single,4,Other,Research & Development,Laboratory Technician,2,Travel_Rarely,No,2169,20,0,26,0,17,17,1,0,1,5,3,3,3,4,4,3,No,0,46-60,Low (<3K),10+ yrs,3-High,3-Better,2,Medium Risk
165,40,Male,Married,4,Life Sciences,Sales,Sales Executive,2,Travel_Frequently,No,7475,12,1,9,5,10,4,4,0,2,2,2,2,4,1,4,3,No,0,36-45,High (6-10K),3-5 yrs,2-Medium,4-Best,1,Low Risk
166,43,Female,Married,3,Life Sciences,Research & Development,Manager,3,Travel_Rarely,No,4246,16,1,2,3,5,5,3,3,1,5,3,4,2,2,3,3,No,0,36-45,Mid (3-6K),3-5 yrs,3-High,2-Good,1,Low Risk
167,48,Female,Married,1,Medical,Research & Development,Manager,5,Travel_Rarely,No,4960,23,0,11,6,16,11,4,0,0,5,4,4,3,3,4,3,No,0,46-60,Mid (3-6K),10+ yrs,4-Very High,3-Better,1,Low Risk
168,38,Male,Married,4,Medical,Sales,Sales Executive,5,Non-Travel,No,3473,15,0,9,2,7,6,1,1,0,6,3,1,2,2,2,3,No,0,36-45,Mid (3-6K),6-10 yrs,3-High,2-Good,2,Medium Risk
169,23,Male,Single,4,Medical,Sales,Sales Representative,5,Travel_Rarely,No,6536,15,0,29,0,22,22,2,0,1,1,2,3,2,1,1,3,No,0,18-25,High (6-10K),10+ yrs,2-Medium,2-Good,4,High Risk
170,44,Female,Single,3,Other,Research & Development,Research Scientist,4,Non-Travel,No,5537,20,0,2,1,7,7,0,0,7,5,2,3,4,3,3,3,No,0,36-45,Mid (3-6K),6-10 yrs,2-Medium,4-Best,2,Medium Risk
171,32,Female,Divorced,3,Life Sciences,Research & Development,Laboratory Technician,3,Travel_Rarely,Yes,10174,25,0,8,0,5,5,5,2,5,2,3,4,3,3,4,3,No,0,26-35,Very High (>10K),3-5 yrs,3-High,3-Better,2,Medium Risk
172,33,Female,Single,1,Life Sciences,Sales,Manager,1,Non-Travel,No,6557,22,0,13,4,1,0,0,0,0,2,4,4,2,3,3,3,No,0,26-35,High (6-10K),0-2 yrs,4-Very High,2-Good,3,Medium Risk
173,39,Female,Single,3,Life Sciences,Research & Development,Manager,3,Travel_Rarely,Yes,4351,16,2,3,2,3,3,3,3,1,3,2,2,3,3,2,3,No,0,36-45,Mid (3-6K),3-5 yrs,2-Medium,3-Better,2,Medium Risk
174,42,Female,Married,1,Marketing,Sales,Sales Representative,1,Travel_Rarely,No,3153,24,0,4,5,11,2,2,2,2,1,2,3,3,4,3,3,No,0,36-45,Mid (3-6K),0-2 yrs,2-Medium,3-Better,3,Medium Risk
175,38,Female,Divorced,3,Life Sciences,Research & Development,Manufacturing Director,1,Travel_Rarely,No,8263,21,0,19,3,9,9,4,1,2,4,2,1,3,4,3,3,No,0,36-45,High (6-10K),6-10 yrs,2-Medium,3-Better,3,Medium Risk
176,42,Male,Married,3,Technical Degree,Sales,Sales Representative,3,Travel_Rarely,No,4148,18,0,4,2,26,1,1,1,1,4,3,1,2,2,3,3,No,0,36-45,Mid (3-6K),0-2 yrs,3-High,2-Good,3,Medium Risk
177,30,Male,Divorced,2,Other,Research & Development,Manager,3,Travel_Rarely,Yes,4433,15,1,8,1,18,1,1,1,0,0,2,3,3,3,4,3,No,0,26-35,Mid (3-6K),0-2 yrs,2-Medium,3-Better,3,Medium Risk
178,36,Male,Single,1,Life Sciences,Research & Development,Research Scientist,3,Travel_Rarely,No,4432,18,1,19,2,24,1,1,1,1,3,4,3,2,2,3,3,Yes,1,36-45,Mid (3-6K),0-2 yrs,4-Very High,2-Good,3,Medium Risk
179,44,Male,Married,5,Other,Human Resources,Human Resources,2,Non-Travel,No,3862,15,0,2,3,16,0,0,0,0,0,2,3,4,4,2,3,No,0,36-45,Mid (3-6K),0-2 yrs,2-Medium,4-Best,3,Medium Risk
180,52,Male,Single,3,Life Sciences,Sales,Manager,2,Non-Travel,No,4479,20,1,29,1,6,2,1,0,2,1,3,2,3,4,4,3,No,0,46-60,Mid (3-6K),0-2 yrs,3-High,3-Better,2,Medium Risk
181,56,Female,Divorced,3,Medical,Research & Development,Healthcare Representative,4,Non-Travel,No,15610,25,1,10,2,15,15,2,0,4,6,3,4,3,2,2,3,No,0,46-60,Very High (>10K),10+ yrs,3-High,3-Better,0,Low Risk
182,40,Female,Married,3,Marketing,Sales,Sales Representative,3,Non-Travel,No,2620,16,0,6,2,10,10,4,3,1,4,3,4,2,3,4,3,No,0,36-45,Low (<3K),6-10 yrs,3-High,2-Good,2,Medium Risk
183,44,Female,Single,5,Medical,Human Resources,Human Resources,2,Travel_Frequently,No,3014,18,1,5,3,13,9,0,0,4,6,1,4,2,4,3,4,No,0,36-45,Mid (3-6K),6-10 yrs,1-Low,2-Good,2,Medium Risk
184,54,Female,Married,1,Marketing,Human Resources,Manager,2,Non-Travel,No,11277,12,1,27,2,18,11,0,0,1,4,3,1,2,3,3,4,No,0,46-60,Very High (>10K),10+ yrs,3-High,2-Good,2,Medium Risk
185,30,Male,Married,5,Medical,Sales,Sales Representative,4,Travel_Frequently,No,3924,17,0,2,2,15,2,2,2,1,4,1,4,4,3,4,3,Yes,1,26-35,Mid (3-6K),0-2 yrs,1-Low,4-Best,3,Medium Risk
186,42,Male,Married,2,Human Resources,Research & Development,Laboratory Technician,2,Travel_Rarely,No,3750,13,1,3,7,15,15,6,0,1,0,1,4,2,4,3,3,No,0,36-45,Mid (3-6K),10+ yrs,1-Low,2-Good,2,Medium Risk
187,43,Female,Divorced,1,Technical Degree,Research & Development,Manager,1,Travel_Frequently,Yes,9144,19,1,3,5,11,1,1,1,1,6,3,1,1,4,3,4,No,0,36-45,High (6-10K),0-2 yrs,3-High,1-Bad,3,Medium Risk
188,50,Male,Single,3,Life Sciences,Research & Development,Healthcare Representative,2,Non-Travel,Yes,2096,20,1,3,2,12,2,0,0,0,2,3,2,4,3,4,3,No,0,46-60,Low (<3K),0-2 yrs,3-High,4-Best,2,Medium Risk
189,26,Female,Single,5,Other,Research & Development,Manager,2,Travel_Frequently,No,8045,17,0,5,2,19,6,2,1,3,0,1,4,3,4,2,3,Yes,1,26-35,High (6-10K),6-10 yrs,1-Low,3-Better,2,Medium Risk
190,28,Male,Single,1,Other,Sales,Sales Executive,2,Travel_Rarely,No,5051,25,2,29,4,7,0,0,0,0,6,1,3,4,3,1,3,No,0,26-35,Mid (3-6K),0-2 yrs,1-Low,4-Best,3,Medium Risk
191,37,Male,Married,3,Medical,Sales,Manager,2,Travel_Rarely,No,6495,13,0,19,1,9,9,4,1,1,4,4,3,1,1,3,3,No,0,36-45,High (6-10K),6-10 yrs,4-Very High,1-Bad,3,Medium Risk
192,40,Male,Single,3,Medical,Human Resources,Human Resources,2,Travel_Frequently,No,6422,25,0,3,2,6,3,0,0,1,3,4,1,3,3,2,3,No,0,36-45,High (6-10K),3-5 yrs,4-Very High,3-Better,1,Low Risk
193,47,Male,Married,2,Technical Degree,Human Resources,Manager,1,Non-Travel,No,3371,18,0,4,1,12,10,10,1,4,3,2,3,3,2,3,3,No,0,46-60,Mid (3-6K),6-10 yrs,2-Medium,3-Better,2,Medium Risk
194,41,Female,Single,5,Technical Degree,Research & Development,Research Scientist,1,Travel_Rarely,No,9234,20,1,9,2,16,4,1,0,2,5,3,3,4,2,4,3,No,0,36-45,High (6-10K),3-5 yrs,3-High,4-Best,0,Low Risk
195,35,Female,Divorced,3,Life Sciences,Research & Development,Manufacturing Director,4,Travel_Rarely,No,3533,12,2,1,3,13,1,0,0,1,6,2,1,1,4,3,3,No,0,26-35,Mid (3-6K),0-2 yrs,2-Medium,1-Bad,3,Medium Risk
196,40,Female,Single,4,Medical,Research & Development,Research Scientist,3,Travel_Rarely,No,6281,20,0,15,1,10,9,2,2,0,0,3,3,3,4,4,3,No,0,36-45,High (6-10K),6-10 yrs,3-High,3-Better,1,Low Risk
197,39,Female,Single,3,Other,Research & Development,Healthcare Representative,2,Travel_Rarely,No,10328,22,0,19,4,19,2,1,1,0,5,4,1,4,4,4,3,No,0,36-45,Very High (>10K),0-2 yrs,4-Very High,4-Best,3,Medium Risk
198,52,Female,Single,3,Life Sciences,Human Resources,Human Resources,2,Travel_Rarely,No,11241,18,1,17,0,4,4,4,3,4,5,1,4,3,2,2,3,No,0,46-60,Very High (>10K),3-5 yrs,1-Low,3-Better,2,Medium Risk
199,38,Female,Married,3,Technical Degree,Human Resources,Human Resources,2,Travel_Rarely,No,4186,17,2,4,0,0,0,0,0,0,0,4,4,3,3,4,3,No,0,36-45,Mid (3-6K),0-2 yrs,4-Very High,3-Better,1,Low Risk
200,33,Male,Married,3,Medical,Research & Development,Healthcare Representative,3,Non-Travel,Yes,6489,22,0,5,4,13,6,1,1,1,5,3,3,1,4,4,3,No,0,26-35,High (6-10K),6-10 yrs,3-High,1-Bad,3,Medium Risk
201,41,Female,Divorced,3,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,No,3961,15,1,1,3,10,7,1,1,1,1,3,3,2,4,1,3,No,0,36-45,Mid (3-6K),6-10 yrs,3-High,2-Good,1,Low Risk
202,38,Female,Divorced,2,Life Sciences,Sales,Sales Executive,4,Travel_Rarely,No,20000,14,1,4,5,9,3,2,0,3,0,3,3,3,4,4,3,No,0,36-45,Very High (>10K),3-5 yrs,3-High,3-Better,0,Low Risk
203,22,Male,Divorced,3,Marketing,Sales,Manager,3,Non-Travel,No,7848,21,1,5,5,21,21,0,0,3,5,4,1,3,3,3,3,No,0,18-25,High (6-10K),10+ yrs,4-Very High,3-Better,0,Low Risk
204,36,Male,Married,5,Life Sciences,Human Resources,Manager,4,Travel_Rarely,Yes,5169,20,1,21,5,14,14,0,0,0,5,1,4,4,4,4,3,Yes,1,36-45,Mid (3-6K),10+ yrs,1-Low,4-Best,3,Medium Risk
205,36,Male,Single,4,Life Sciences,Research & Development,Manager,1,Travel_Rarely,No,5928,22,0,20,3,25,8,1,0,3,0,1,1,3,4,4,3,No,0,36-45,Mid (3-6K),6-10 yrs,1-Low,3-Better,3,Medium Risk
206,32,Male,Divorced,2,Medical,Sales,Sales Representative,4,Travel_Rarely,No,6274,24,1,29,2,8,8,3,2,4,4,1,1,3,1,3,3,No,0,26-35,High (6-10K),6-10 yrs,1-Low,3-Better,2,Medium Risk
207,46,Female,Divorced,4,Medical,Sales,Sales Representative,3,Travel_Rarely,No,6387,20,2,19,1,9,2,2,2,1,5,4,3,4,2,3,3,Yes,1,46-60,High (6-10K),0-2 yrs,4-Very High,4-Best,2,Medium Risk
208,29,Female,Divorced,3,Life Sciences,Research & Development,Manufacturing Director,1,Travel_Frequently,No,4255,11,0,1,1,11,7,4,4,1,2,3,3,2,4,3,3,No,0,26-35,Mid (3-6K),6-10 yrs,3-High,2-Good,2,Medium Risk
209,41,Female,Single,3,Medical,Sales,Sales Representative,2,Non-Travel,No,3879,23,0,9,1,7,1,1,1,1,4,3,2,3,2,3,4,No,0,36-45,Mid (3-6K),0-2 yrs,3-High,3-Better,2,Medium Risk
210,35,Male,Married,2,Marketing,Sales,Sales Executive,2,Travel_Rarely,No,4486,14,0,1,7,12,1,1,1,1,2,1,2,2,2,2,3,No,0,26-35,Mid (3-6K),0-2 yrs,1-Low,2-Good,4,High Risk
211,37,Female,Single,3,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,No,2480,16,0,2,3,40,40,8,0,0,4,4,4,2,2,4,3,No,0,36-45,Low (<3K),10+ yrs,4-Very High,2-Good,2,Medium Risk
212,40,Male,Single,4,Medical,Research & Development,Manufacturing Director,3,Travel_Rarely,No,7562,25,1,7,2,12,6,2,1,4,6,4,2,4,2,3,3,No,0,36-45,High (6-10K),6-10 yrs,4-Very High,4-Best,0,Low Risk
213,25,Female,Married,3,Medical,Research & Development,Laboratory Technician,3,Travel_Frequently,No,3038,16,0,10,5,8,3,1,1,2,4,3,2,3,2,4,3,Yes,1,18-25,Mid (3-6K),3-5 yrs,3-High,3-Better,1,Low Risk
214,38,Female,Divorced,2,Life Sciences,Sales,Manager,2,Travel_Frequently,No,2601,12,1,9,4,6,2,2,0,2,1,2,2,3,1,3,3,No,0,36-45,Low (<3K),0-2 yrs,2-Medium,3-Better,2,Medium Risk
215,57,Female,Married,3,Human Resources,Research & Development,Healthcare Representative,1,Travel_Rarely,Yes,4872,19,0,1,4,10,6,4,0,0,5,1,2,3,1,2,3,No,0,46-60,Mid (3-6K),6-10 yrs,1-Low,3-Better,3,Medium Risk
216,22,Male,Divorced,1,Medical,Sales,Sales Representative,5,Travel_Rarely,No,4545,23,3,1,3,14,0,0,0,0,6,3,3,3,4,3,3,No,0,18-25,Mid (3-6K),0-2 yrs,3-High,3-Better,1,Low Risk
217,36,Female,Single,3,Life Sciences,Research & Development,Research Scientist,1,Non-Travel,No,5708,23,0,1,3,0,0,0,0,0,2,3,3,2,1,3,3,Yes,1,36-45,Mid (3-6K),0-2 yrs,3-High,2-Good,3,Medium Risk
218,47,Male,Single,2,Life Sciences,Research & Development,Manufacturing Director,1,Non-Travel,Yes,3494,11,0,1,0,16,0,0,0,0,4,1,4,3,3,1,3,Yes,1,46-60,Mid (3-6K),0-2 yrs,1-Low,3-Better,4,High Risk
219,39,Female,Married,2,Medical,Research & Development,Laboratory Technician,2,Travel_Rarely,No,3883,14,0,1,6,5,4,4,0,1,4,3,2,3,3,3,3,No,0,36-45,Mid (3-6K),3-5 yrs,3-High,3-Better,1,Low Risk
220,43,Female,Married,4,Life Sciences,Research & Development,Healthcare Representative,5,Travel_Frequently,No,7444,14,2,10,0,15,6,0,0,5,2,2,1,4,4,4,3,No,0,36-45,High (6-10K),6-10 yrs,2-Medium,4-Best,1,Low Risk
221,18,Male,Divorced,3,Life Sciences,Research & Development,Healthcare Representative,3,Travel_Rarely,No,7177,12,0,15,6,5,0,0,0,0,6,4,1,2,2,3,3,No,0,18-25,High (6-10K),0-2 yrs,4-Very High,2-Good,3,Medium Risk
222,42,Male,Single,3,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,Yes,7000,18,0,4,3,16,8,0,0,4,1,3,2,2,2,2,3,Yes,1,36-45,High (6-10K),6-10 yrs,3-High,2-Good,3,Medium Risk
223,30,Male,Married,3,Medical,Sales,Sales Executive,2,Travel_Rarely,No,5015,21,2,10,2,10,1,1,1,0,2,1,1,3,1,4,3,No,0,26-35,Mid (3-6K),0-2 yrs,1-Low,3-Better,2,Medium Risk
